day,date,phase,tests.performed.todate,tests.performed,tests.positive.todate,tests.positive,tests.regular.performed.todate,tests.regular.performed,tests.regular.positive.todate,tests.regular.positive,tests.ns-apr20.performed.todate,tests.ns-apr20.performed,tests.ns-apr20.positive.todate,tests.ns-apr20.positive,cases.confirmed.todate,cases.confirmed,cases.last14days,cases.active,cases.recovered.todate,cases.closed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.rh.occupant.confirmed.todate,cases.unclassified.confirmed.todate,state.in_hospital,state.icu,state.critical,state.in_hospital.todate,state.out_of_hospital.todate,state.deceased.todate,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.used.todate,vaccination.delivered.todate,state.recovered.todate,region.lj.todate,region.ce.todate,region.ms.todate,region.nm.todate,region.mb.todate,region.kr.todate,region.sg.todate,region.po.todate,region.za.todate,region.kp.todate,region.ng.todate,region.kk.todate,region.foreign.todate,region.todate,age.0-4.todate,age.5-14.todate,age.15-24.todate,age.25-34.todate,age.35-44.todate,age.45-54.todate,age.55-64.todate,age.65-74.todate,age.75-84.todate,age.85+.todate,age.todate,age.female.0-4.todate,age.female.5-14.todate,age.female.15-24.todate,age.female.25-34.todate,age.female.35-44.todate,age.female.45-54.todate,age.female.55-64.todate,age.female.65-74.todate,age.female.75-84.todate,age.female.85+.todate,age.female.todate,age.male.0-4.todate,age.male.5-14.todate,age.male.15-24.todate,age.male.25-34.todate,age.male.35-44.todate,age.male.45-54.todate,age.male.55-64.todate,age.male.65-74.todate,age.male.75-84.todate,age.male.85+.todate,age.male.todate,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate
418,2021-04-19,F7,695267,3171,147991,766,690338,3171,147966,766,4929,0,25,0,147991,766,11576,18654,124828,129337,3439,,,144552,1737,64,64,12380,,4509,2450,41421,0,6750,48171,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2021-04-20,F7,698132,2865,148618,627,693203,2865,148593,627,4929,0,25,0,148618,627,10901,18469,125593,130149,3439,,,145179,1711,64,64,12406,,4556,1611,43032,0,6750,49782,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2021-04-21,F7,700728,2596,149221,603,695799,2596,149196,603,4929,0,25,0,149221,603,10341,18392,126234,130829,3439,,,145782,1648,64,64,12429,,4595,0,43032,0,6750,49782,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2021-04-22,F7,703569,2841,149710,489,698640,2841,149685,489,4929,0,25,0,149710,489,9656,17943,127139,131767,3439,,,146271,1651,64,64,12480,,4628,0,43032,0,6750,49782,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2021-04-23,F7,707095,3526,150274,564,702166,3526,150249,564,4929,0,25,0,150274,564,9128,17128,128496,133146,3439,,,146835,1598,64,64,12503,,4650,0,43032,0,6750,49782,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2021-04-24,F7,709457,2362,150586,314,704528,2362,150561,314,4929,0,25,0,150586,314,8755,16856,129053,133730,3439,,,147147,1576,57,57,12518,,4677,6772,49804,0,6750,56554,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2021-04-25,F7,710265,808,150672,86,705336,808,150647,86,4929,0,25,0,150672,86,8648,16049,129909,134623,3439,,,147233,1423,57,57,12530,,4714,2049,51853,5000,11750,63603,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2021-04-26,F7,713139,2874,151122,450,708210,2874,151097,450,4929,0,25,0,151122,450,7969,15470,130910,135652,3439,,,147683,1392,57,57,12556,,4742,1340,53193,0,11750,64943,68720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2021-04-27,F7,716173,3034,151569,447,711244,3034,151544,447,4929,0,25,0,151569,447,7467,15267,131530,136302,3439,,,148130,1359,57,57,12587,,4772,2733,55926,0,11750,67676,81720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2021-04-28,F7,718626,2453,152002,433,713697,2453,151977,433,4929,0,25,0,152002,433,7010,15013,132171,136989,3439,,,148563,1261,57,57,12613,,4818,0,55926,0,11750,67676,81720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2021-04-29,F7,721446,2820,152367,365,716517,2820,152342,365,4929,0,25,0,152367,365,6467,14747,132765,137620,3439,,,148928,1188,57,57,12643,,4855,0,55926,0,11750,67676,81720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2021-04-30,F7,723722,2276,152580,214,718793,2276,152555,214,4929,0,25,0,152580,214,5857,14619,133070,137961,3439,,,149141,1171,57,57,12655,,4891,5677,61603,0,11750,73353,281720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2021-05-01,F7,724668,946,152685,105,719739,946,152660,105,4929,0,25,0,152685,105,5598,14276,133473,138409,3439,,,149246,1126,38,38,12674,,4936,0,61603,0,11750,73353,281720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2021-05-02,F7,725240,572,152747,62,720311,572,152722,62,4929,0,25,0,152747,62,5525,13915,133871,138832,3439,,,149308,1124,38,38,12698,,4961,0,61603,0,11750,73353,281720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2021-05-03,F7,726409,1169,152814,67,721480,1169,152789,67,4929,0,25,0,152814,67,4826,13169,134653,139645,3439,,,149375,1107,38,38,12720,,4992,0,61603,0,11750,73353,281720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2021-05-04,F7,729337,2928,153137,323,724408,2928,153112,323,4929,0,25,0,153137,323,4522,12754,135367,140383,3439,,,149698,1051,38,38,12743,,5016,4483,66086,0,11750,77836,286580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2021-05-05,F7,731997,2660,153460,324,727068,2660,153435,324,4929,0,25,0,153460,324,4243,11873,136545,141587,3439,,,150021,964,38,38,12759,,5042,7990,74076,6427,18177,92253,286580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2021-05-06,F7,734904,2907,153693,234,729975,2907,153668,234,4929,0,25,0,153693,234,3988,11295,137331,142398,3439,,,150254,921,38,38,12780,,5067,10236,84312,2473,20650,104962,286580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,2021-05-07,F7,738012,3108,153891,198,733083,3108,153866,198,4929,0,25,0,153891,198,3622,11148,137664,142743,3439,,,150452,845,38,38,12797,,5079,12487,97094,1238,21890,118984,286580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2021-05-08,F7,740005,1993,154026,135,735076,1993,154001,135,4929,0,25,0,154026,135,3443,10971,137962,143055,3439,,,150587,807,25,25,12806,,5093,10884,107978,1010,22900,130878,286580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2021-05-09,F7,741021,1016,154051,25,736092,1016,154026,25,4929,0,25,0,154051,25,3382,10572,138370,143479,3439,,,150612,785,25,25,12818,,5109,127,108105,5,22905,131010,296580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2021-05-10,F7,743378,2357,154222,171,738449,2357,154197,171,4929,0,25,0,154222,171,3103,10308,138779,143914,3439,,,150783,735,25,25,12835,,5135,13493,121598,946,23851,145449,296580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2021-05-11,F7,745471,2093,154371,150,740542,2093,154346,150,4929,0,25,0,154371,150,2806,9954,139266,144417,3439,,,150932,682,25,25,12847,,5151,14351,135949,1000,24851,160800,296580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,2021-05-12,F7,748096,2598,154494,123,743167,2598,154469,123,4929,0,25,0,154494,123,2496,6258,143068,148236,3439,,,151055,671,25,25,12859,,5168,13751,149700,797,25648,175348,296580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,2021-05-13,F7,749727,1658,154524,30,744798,1658,154499,30,4929,0,25,0,154524,30,2161,5913,143427,148611,3439,,,151085,621,25,25,12864,,5184,14494,164194,0,25648,189842,296580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2021-05-14,F7,753923,4196,154636,112,748994,4196,154611,112,4929,0,25,0,154636,112,2059,3833,145606,150803,3439,,,151197,575,25,25,12885,,5197,3981,168175,3225,28873,197048,396580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,2021-05-15,F7,756480,2557,154698,62,751551,2557,154673,62,4929,0,25,0,154698,62,2016,3636,145851,151062,3439,,,151259,549,14,14,12896,,5211,0,168175,0,28873,197048,396580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2021-05-16,F7,757794,1314,154725,27,752865,1314,154700,27,4929,0,25,0,154725,27,1981,3452,146043,151273,3439,,,151286,498,14,14,12902,,5230,0,168175,0,28873,197048,396580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2021-05-17,F7,760498,2704,154804,83,755569,2704,154779,83,4929,0,25,0,154804,83,1997,3270,146302,151534,3439,,,151365,465,14,14,12914,,5232,7792,175967,2785,31658,207625,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,2021-05-18,F7,763451,2953,154887,87,758522,2953,154862,87,4929,0,25,0,154887,87,1761,3139,146499,151748,3439,,,151448,430,14,14,12928,,5249,10441,186408,2208,33866,220274,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,2021-05-19,F7,765984,2533,154936,50,761055,2533,154911,50,4929,0,25,0,154936,50,1487,3039,146632,151897,3439,,,151497,399,14,14,12941,,5265,10044,196452,2554,36420,232872,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2021-05-20,F7,769471,3487,154977,46,764542,3487,154952,46,4929,0,25,0,154977,46,1299,2981,146716,151996,3439,,,151538,386,14,14,12947,,5280,9561,206013,2085,38505,244518,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2021-05-21,F7,773531,4060,155026,51,768602,4060,155001,51,4929,0,25,0,155026,51,1152,2930,146800,152096,3439,,,151587,348,14,14,12961,,5296,10597,216610,276,38781,255391,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2021-05-22,F7,776674,3143,155060,37,771745,3143,155035,37,4929,0,25,0,155060,37,1054,2880,146869,152180,3439,,,151621,337,11,11,12976,,5311,4768,221378,68,38849,260227,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2021-05-23,F7,778092,1418,155057,7,773163,1418,155032,7,4929,0,25,0,155057,7,1036,2788,146940,152269,3439,,,151618,324,11,11,12981,,5329,0,221378,0,38849,260227,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2021-05-24,F7,779581,1498,155071,14,774652,1498,155046,14,4929,0,25,0,155071,14,879,2686,147043,152385,3439,,,151632,325,11,11,12986,,5342,0,221378,0,38849,260227,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2021-05-25,F7,782654,3073,155116,46,777725,3073,155091,46,4929,0,25,0,155116,46,775,2570,147190,152546,3439,,,151677,305,11,11,12991,,5356,3307,224685,7925,46774,271459,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2021-05-26,F7,785345,2691,155167,53,780416,2691,155142,53,4929,0,25,0,155167,53,705,2498,147300,152669,3439,,,151728,258,11,11,12994,,5369,3825,228510,3947,50721,279231,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2021-05-27,F7,788300,2955,155213,50,783371,2955,155188,50,4929,0,25,0,155213,50,725,2445,147381,152768,3439,,,151774,233,11,11,12997,,5387,2504,231014,9094,59815,290829,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2021-05-28,F7,792077,3777,155246,33,787148,3777,155221,33,4929,0,25,0,155246,33,646,2375,147473,152871,3439,,,151807,216,11,11,13000,,5398,2411,233425,11664,71479,304904,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2021-05-29,F7,794832,2755,155269,23,789903,2755,155244,23,4929,0,25,0,155269,23,607,1197,148664,154072,3439,,,151830,216,6,6,13000,,5408,1396,234821,9971,81450,316271,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2021-05-30,F7,796157,1325,155267,3,791228,1325,155242,3,4929,0,25,0,155267,3,583,1146,148708,154121,3439,,,151828,192,6,6,13007,,5413,0,234821,0,81450,316271,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2021-05-31,F7,799265,3108,155302,37,794336,3108,155277,37,4929,0,25,0,155302,37,537,1081,148798,154221,3439,,,151863,182,6,6,13014,,5423,2467,237288,13038,94488,331776,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2021-06-01,F7,802272,3007,155345,43,797343,3007,155320,43,4929,0,25,0,155345,43,493,1070,148846,154275,3439,,,151906,164,6,6,13018,,5429,2013,239301,13165,107653,346954,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2021-06-02,F7,804728,2456,155363,19,799799,2456,155338,19,4929,0,25,0,155363,19,462,1056,148872,154307,3439,,,151924,141,6,6,13018,,5435,2282,241583,13904,121557,363140,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2021-06-03,F7,807837,3109,155378,16,802908,3109,155353,16,4929,0,25,0,155378,16,432,1026,148910,154352,3439,,,151939,140,6,6,13022,,5442,2249,243832,4272,125829,369661,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2021-06-04,F7,811693,3856,155407,29,806764,3856,155382,29,4929,0,25,0,155407,29,410,999,148960,154408,3439,,,151968,133,6,6,13028,,5448,1581,245413,13224,139053,384466,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2021-06-05,F7,814518,2825,155417,10,809589,2825,155392,10,4929,0,25,0,155417,10,383,670,149292,154747,3439,,,151978,123,3,3,13030,,5455,2019,247432,4335,143388,390820,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021-06-06,F7,815893,1375,155418,1,810964,1375,155393,1,4929,0,25,0,155418,1,377,464,149496,154954,3439,,,151979,130,3,3,13038,,5458,0,247432,0,143388,390820,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2021-06-07,F7,818746,2853,155441,23,813817,2853,155416,23,4929,0,25,0,155441,23,386,451,149528,154990,3439,,,152002,130,3,3,13044,,5462,1926,249358,7409,150797,400155,405940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2021-06-08,F7,821365,2619,155469,28,816436,2619,155444,28,4929,0,25,0,155469,28,368,451,149551,155018,3439,,,152030,129,3,3,13045,,5467,1788,251146,9247,160044,411190,435940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2021-06-09,F7,823776,2411,155487,18,818847,2411,155462,18,4929,0,25,0,155487,18,333,437,149582,155050,3439,,,152048,125,3,3,13048,,5468,1558,252704,8361,168405,421109,435940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2021-06-10,F7,826661,2885,155507,20,821732,2885,155482,20,4929,0,25,0,155507,20,303,425,149612,155082,3439,,,152068,113,3,3,13050,,5470,1450,254154,8615,177020,431174,435940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2021-06-11,F7,831031,4370,155528,21,826102,4370,155503,21,4929,0,25,0,155528,21,291,438,149619,155090,3439,,,152089,105,3,3,13054,,5471,1654,255808,10100,187120,442928,435940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
